date,pct_chg
2017-03-16,53.33
2017-03-17,-93.33
2017-03-20,33.33
2017-03-21,-73.33
2017-03-22,-0.0
2017-03-23,-93.33
2017-03-24,33.33
2017-03-27,33.33
2017-03-28,-73.33
2017-03-29,-0.0
2017-03-30,-86.67
2017-03-31,33.33
2017-04-03,33.33
2017-04-04,33.33
2017-04-05,33.33
2017-04-06,33.33
2017-04-07,-73.33
2017-04-10,33.33
2017-04-11,66.67
2017-04-12,66.67
2017-04-13,66.67
2017-04-17,-46.67
2017-04-18,-46.67
2017-04-19,-53.33
2017-04-20,33.33
2017-04-21,33.33
2017-04-24,33.33
2017-04-25,33.33
2017-04-26,-80.0
2017-04-27,33.33
2017-04-28,-80.0
2017-05-01,-80.0
2017-05-02,-80.0
2017-05-03,-80.0
2017-05-04,33.33
2017-05-05,-80.0
2017-05-08,33.33
2017-05-09,33.33
2017-05-10,-80.0
2017-05-11,33.33
2017-05-12,-80.0
2017-05-15,-80.0
2017-05-16,33.33
2017-05-17,33.33
2017-05-18,-80.0
2017-05-19,33.33
2017-05-22,-80.0
2017-05-23,33.33
2017-05-24,-80.0
2017-05-25,-80.0
2017-05-26,-0.0
2017-05-30,-0.0
2017-05-31,-93.33
2017-06-01,-0.0
2017-06-02,-93.33
2017-06-05,-0.0
2017-06-06,-0.0
2017-06-07,-0.0
2017-06-08,-93.33
2017-06-09,-0.0
2017-06-12,-0.0
2017-06-13,33.33
2017-06-14,33.33
2017-06-15,60.0
2017-06-16,-80.0
2017-06-19,-80.0
2017-06-20,-73.33
2017-06-21,-0.0
2017-06-22,-93.33
2017-06-23,-0.0
2017-06-26,-93.33
2017-06-27,-0.0
2017-06-28,-0.0
2017-06-29,-0.0
2017-06-30,-33.33
2017-07-03,-93.33
2017-07-05,-33.33
2017-07-06,-0.0
2017-07-07,-0.0
2017-07-10,-0.0
2017-07-11,-0.0
2017-07-12,-0.0
2017-07-13,-0.0
2017-07-14,-0.0
2017-07-17,-0.0
2017-07-18,-0.0
2017-07-19,-93.33
2017-07-20,-93.33
2017-07-21,-93.33
2017-07-24,-0.0
2017-07-25,-93.33
2017-07-26,-93.33
2017-07-27,-0.0
2017-07-28,-0.0
2017-07-31,-0.0
2017-08-01,-0.0
2017-08-02,-0.0
2017-08-03,-0.0
2017-08-04,-0.0
2017-08-07,-0.0
2017-08-08,-0.0
2017-08-09,-0.0
2017-08-10,-0.0
2017-08-11,-0.0
2017-08-14,-0.0
2017-08-15,-0.0
2017-08-16,-0.0
2017-08-17,-0.0
2017-08-18,-0.0
2017-08-21,-0.0
2017-08-22,-0.0
2017-08-23,-0.0
2017-08-24,-0.0
2017-08-25,-0.0
2017-08-28,-0.0
2017-08-29,-0.0
2017-08-30,-0.0
2017-08-31,-0.0
2017-09-01,-0.0
2017-09-05,-0.0
2017-09-06,-0.0
2017-09-07,-0.0
2017-09-08,-0.0
2017-09-11,-0.0
2017-09-12,-0.0
2017-09-13,-0.0
2017-09-14,-0.0
2017-09-15,-0.0
2017-09-18,-0.0
2017-09-19,-0.0
2017-09-20,-0.0
2017-09-21,-0.0
2017-09-22,-0.0
2017-09-25,-0.0
2017-09-26,-0.0
2017-09-27,-0.0
2017-09-28,-0.0
2017-09-29,-0.0
2017-10-02,-0.0
2017-10-03,-0.0
2017-10-04,-0.0
2017-10-05,-0.0
2017-10-06,-0.0
2017-10-09,-0.0
2017-10-10,-0.0
2017-10-11,-0.0
2017-10-12,-0.0
2017-10-13,-0.0
2017-10-16,-0.0
2017-10-17,-0.0
2017-10-18,-0.0
2017-10-19,-0.0
2017-10-20,-0.0
2017-10-23,-0.0
2017-10-24,-0.0
2017-10-25,-0.0
2017-10-26,-0.0
2017-10-27,-0.0
2017-10-30,-0.0
2017-10-31,-0.0
2017-11-01,-0.0
2017-11-02,-0.0
2017-11-03,-0.0
2017-11-06,-0.0
2017-11-07,-0.0
2017-11-08,-0.0
2017-11-09,-0.0
2017-11-10,-0.0
2017-11-13,-0.0
2017-11-14,-0.0
2017-11-15,-0.0
2017-11-16,-0.0
2017-11-17,-0.0
2017-11-20,-0.0
2017-11-21,-0.0
2017-11-22,-0.0
2017-11-24,-0.0
2017-11-27,-0.0
2017-11-28,-0.0
2017-11-29,-0.0
2017-11-30,-0.0
2017-12-01,-0.0
2017-12-04,-0.0
2017-12-05,-0.0
2017-12-06,-0.0
2017-12-07,-0.0
2017-12-08,-0.0
2017-12-11,-0.0
2017-12-12,-0.0
2017-12-13,-0.0
2017-12-14,-0.0
2017-12-15,-0.0
2017-12-18,-0.0
2017-12-19,-0.0
2017-12-20,-0.0
2017-12-21,-0.0
2017-12-22,-0.0
2017-12-26,-0.0
2017-12-27,-0.0
2017-12-28,-0.0
2017-12-29,-0.0
2018-01-02,-0.0
2018-01-03,-0.0
2018-01-04,-0.0
2018-01-05,-0.0
2018-01-08,-0.0
2018-01-09,-0.0
2018-01-10,-0.0
2018-01-11,-0.0
2018-01-12,-0.0
2018-01-16,-0.0
2018-01-17,-0.0
2018-01-18,-0.0
2018-01-19,-0.0
2018-01-22,-0.0
2018-01-23,-0.0
2018-01-24,-0.0
2018-01-25,-0.0
2018-01-26,-0.0
2018-01-29,-0.0
2018-01-30,-0.0
2022-01-04,19033.33
2022-01-11,19033.33
2022-01-19,19700.0
2022-12-27,17300.0
2022-12-28,15733.33
2022-12-29,17233.33
2022-12-30,17366.67
2023-01-03,17566.67
2023-01-04,17566.67
2023-01-05,16700.0
2023-01-06,16700.0
2023-01-09,15500.0
2023-01-10,15566.67
2023-01-11,15833.33
2023-01-12,15667.33
2023-01-13,15566.67
2023-01-17,15566.67
2023-01-18,15833.33
2023-01-19,15300.0
2023-01-20,14966.67
2023-01-23,15300.0
2023-01-24,15233.33
2023-01-25,15500.0
2023-01-26,16033.33
2023-01-27,15633.33
2023-01-30,15566.67
2023-01-31,15566.67
2023-02-01,15566.67
2023-02-02,16233.33
2023-02-03,15433.33
